customer_id,total_orders,total_spend,average_order_value,first_purchase,last_purchase,total_returns,avg_discount_pct,discount_orders,distinct_categories,days_since_last_purchase,customer_span_days,purchase_frequency,return_rate,discount_usage_rate,favorite_category,avg_review_rating,n_reviews,site_visits_last_90d,avg_pages_per_visit,signup_date,region,acquisition_channel,age,primary_category,customer_tenure_days,customer_lifetime_value,will_purchase_next_60d,churned,churn_probability,predicted_churn,is_test_set
101925,9.0,16752.66,1861.4066666666668,2023-03-31,2025-06-28,1.0,10.0,7.0,4.0,4.0,820.0,0.3292682926829268,0.1111111111111111,0.7777777777777778,Electronics,3.4,7.0,11.0,4.333333333333333,2023-01-01,North,Direct,35,Electronics,913,6697.394194961665,1,0,0.7002947340599142,1,1
101926,11.0,37096.28,3372.389090909091,2023-01-31,2025-04-26,2.0,3.636363636363636,4.0,3.0,67.0,816.0,0.4044117647058823,0.1818181818181818,0.3636363636363636,Electronics,3.333333333333333,3.0,4.0,4.666666666666667,2023-01-01,North,Organic Search,35,Electronics,913,14830.385761226724,0,1,0.7853555263637564,1,0
101927,10.0,5566.32,556.632,2024-08-19,2025-05-30,0.0,9.5,7.0,3.0,33.0,284.0,1.056338028169014,0.0,0.7,Toys & Games,4.066666666666666,3.0,10.0,3.333333333333333,2024-06-05,North,Direct,41,Toys & Games,392,5182.925510204082,1,0,0.4866690744023323,0,0
101928,11.0,10711.67,973.7881818181818,2024-10-31,2025-05-01,0.0,5.909090909090909,6.0,3.0,62.0,182.0,1.8131868131868127,0.0,0.5454545454545454,Beauty & Personal Care,4.414285714285714,7.0,28.0,3.0,2024-10-27,Central,Organic Search,18,Beauty & Personal Care,248,15765.159475806451,1,0,0.2945232810996808,0,0
101929,3.0,2272.33,757.4433333333333,2025-03-27,2025-05-06,1.0,8.333333333333334,3.0,3.0,57.0,40.0,2.25,0.3333333333333333,1.0,Beauty & Personal Care,3.8,2.0,5.0,4.333333333333333,2025-01-11,North,Social Media,33,Fashion,172,4822.095639534884,1,0,0.5709503870162022,1,1
101931,1.0,2918.43,2918.43,2025-04-02,2025-04-02,1.0,10.0,1.0,1.0,91.0,1.0,30.0,1.0,1.0,Sports & Outdoors,4.3,1.0,24.0,6.0,2025-03-18,West,Paid Ads,19,Sports & Outdoors,106,10049.310849056605,1,0,0.3070465819178175,0,1
101932,9.0,3519.92,391.1022222222222,2024-03-24,2025-06-19,0.0,3.333333333333333,3.0,3.0,13.0,452.0,0.5973451327433629,0.0,0.3333333333333333,Books,3.72,5.0,14.0,7.333333333333333,2024-02-28,West,Social Media,19,Books,490,2621.981224489796,0,1,0.6252838299157137,1,0
101933,15.0,20295.32,1353.0213333333334,2023-10-28,2025-06-29,0.0,8.666666666666666,9.0,4.0,3.0,610.0,0.7377049180327869,0.0,0.6,Home & Kitchen,3.64,10.0,17.0,4.0,2023-10-06,Central,Social Media,30,Home & Kitchen,635,11665.813858267717,0,1,0.550326042568337,1,0
101934,7.0,4172.82,596.1171428571428,2024-10-15,2025-06-07,0.0,5.0,3.0,3.0,25.0,235.0,0.8936170212765958,0.0,0.4285714285714285,Beauty & Personal Care,4.325,4.0,15.0,3.6666666666666665,2024-09-05,South,Organic Search,35,Beauty & Personal Care,300,5076.931,0,1,0.3971816782034046,0,1
101935,17.0,66712.36,3924.256470588236,2023-01-29,2025-04-14,2.0,2.647058823529412,3.0,3.0,79.0,806.0,0.6327543424317618,0.1176470588235294,0.1764705882352941,Electronics,4.144444444444444,9.0,16.0,8.333333333333334,2023-01-01,West,Direct,35,Electronics,913,26670.33012048193,1,0,0.47759805770717184,0,0
101936,7.0,5492.59,784.6557142857143,2025-03-21,2025-06-12,0.0,10.0,5.0,4.0,20.0,83.0,2.5301204819277108,0.0,0.7142857142857143,Grocery,4.1,5.0,37.0,6.333333333333333,2025-03-16,North,Organic Search,28,Grocery,108,18562.91990740741,1,0,0.16514295423518915,0,0
101937,1.0,870.77,870.77,2025-05-31,2025-05-31,0.0,0.0,0.0,1.0,32.0,1.0,30.0,0.0,0.0,Sports & Outdoors,4.037037037037037,0.0,7.0,6.5,2025-05-23,East,Organic Search,28,Sports & Outdoors,40,7945.77625,0,1,0.44146481582618663,0,1
101938,23.0,19532.98,849.26,2023-03-22,2025-06-21,0.0,4.130434782608695,4.0,5.0,11.0,822.0,0.8394160583941607,0.0,0.1739130434782608,Grocery,4.18,10.0,24.0,3.6666666666666665,2023-01-01,North,Direct,30,Grocery,913,7808.913143483023,1,0,0.29352192062069177,0,0
101939,1.0,535.23,535.23,2025-06-04,2025-06-04,0.0,0.0,0.0,1.0,28.0,1.0,30.0,0.0,0.0,Fashion,4.4,1.0,24.0,7.666666666666667,2025-04-29,Central,Paid Ads,38,Fashion,64,3052.48359375,1,0,0.3310343107790492,0,0
101940,2.0,1243.6999999999998,621.8499999999999,2024-11-12,2024-12-13,0.0,15.0,2.0,2.0,201.0,31.0,1.9354838709677415,0.0,1.0,Grocery,4.037037037037037,0.0,4.0,6.666666666666667,2024-09-09,East,Paid Ads,48,Fashion,296,1533.616554054054,0,1,0.779301918457591,1,0
101941,1.0,540.89,540.89,2025-03-22,2025-03-22,0.0,15.0,1.0,1.0,102.0,1.0,30.0,0.0,1.0,Beauty & Personal Care,2.0,1.0,5.0,4.666666666666667,2024-12-25,South,Organic Search,18,Beauty & Personal Care,189,1044.575925925926,1,0,0.6176932795212958,1,0
101942,13.0,19757.16,1519.7815384615385,2024-02-01,2025-06-22,0.0,9.615384615384617,9.0,3.0,10.0,507.0,0.7692307692307693,0.0,0.6923076923076923,Home & Kitchen,4.327272727272727,11.0,18.0,6.666666666666667,2024-01-30,Central,Organic Search,41,Home & Kitchen,519,13894.727167630055,1,0,0.299036557307794,0,0
101943,6.0,5432.52,905.42,2024-10-19,2025-06-22,1.0,5.833333333333333,3.0,1.0,10.0,246.0,0.7317073170731708,0.1666666666666666,0.5,Fashion,3.6666666666666665,3.0,6.0,7.0,2024-09-30,North,Organic Search,33,Fashion,275,7210.435636363637,1,0,0.6665547991063978,1,1
101944,21.0,27070.73,1289.0823809523808,2023-10-19,2025-05-31,3.0,6.666666666666667,10.0,6.0,32.0,590.0,1.0677966101694916,0.1428571428571428,0.4761904761904761,Sports & Outdoors,4.444444444444445,9.0,19.0,6.333333333333333,2023-10-04,West,Paid Ads,40,Sports & Outdoors,637,15511.485792778649,1,0,0.25574268014820617,0,0
101945,27.0,82196.62,3044.319259259259,2023-08-09,2025-06-23,0.0,7.962962962962963,14.0,4.0,9.0,684.0,1.1842105263157894,0.0,0.5185185185185185,Electronics,4.2615384615384615,13.0,23.0,5.666666666666667,2023-06-18,East,Social Media,48,Electronics,745,40270.827248322144,0,1,0.14931065286256534,0,1
101946,2.0,7814.03,3907.015,2025-06-09,2025-06-24,0.0,2.5,1.0,1.0,8.0,15.0,4.0,0.0,0.5,Electronics,4.4,1.0,17.0,6.0,2025-05-14,West,Paid Ads,26,Electronics,49,58206.55,1,0,0.2637456216713429,0,0
101947,5.0,3144.8900000000003,628.9780000000001,2025-02-13,2025-06-05,0.0,5.0,1.0,4.0,27.0,112.0,1.3392857142857142,0.0,0.2,Grocery,4.033333333333333,3.0,11.0,4.666666666666667,2025-01-18,South,Direct,45,Grocery,165,6956.877878787879,1,0,0.446995641595359,0,0
101948,21.0,19910.29,948.1090476190476,2023-10-12,2025-05-28,4.0,5.9523809523809526,12.0,6.0,35.0,594.0,1.0606060606060606,0.1904761904761904,0.5714285714285714,Fashion,3.772727272727273,11.0,20.0,2.0,2023-08-23,Central,Direct,21,Fashion,679,10702.880486008837,1,0,0.3777083069738418,0,0
101949,36.0,27892.84,774.8011111111111,2023-02-27,2025-05-22,2.0,7.916666666666667,21.0,6.0,41.0,815.0,1.3251533742331287,0.0555555555555555,0.5833333333333334,Grocery,4.165,20.0,6.0,4.333333333333333,2023-02-27,East,Paid Ads,36,Grocery,856,11893.559112149533,0,1,0.5010234221389495,1,1
101950,6.0,4183.76,697.2933333333334,2024-05-15,2025-04-20,0.0,15.0,5.0,2.0,73.0,340.0,0.5294117647058824,0.0,0.8333333333333334,Beauty & Personal Care,4.1,1.0,11.0,6.0,2024-04-11,East,Direct,32,Beauty & Personal Care,447,3416.269351230425,0,1,0.5921953360785891,1,1
101951,24.0,19420.87,809.2029166666666,2024-01-26,2025-06-25,1.0,3.125,6.0,6.0,7.0,516.0,1.3953488372093024,0.0416666666666666,0.25,Beauty & Personal Care,4.191666666666666,12.0,30.0,6.666666666666667,2023-12-30,East,Direct,35,Beauty & Personal Care,550,12888.395545454545,1,0,0.14516758680414354,0,0
101952,36.0,103984.16,2888.448888888889,2023-01-01,2025-06-24,4.0,3.333333333333333,11.0,7.0,8.0,905.0,1.1933701657458564,0.1111111111111111,0.3055555555555556,Electronics,4.183333333333334,24.0,23.0,3.0,2023-01-01,South,Direct,24,Electronics,913,41570.88543263965,1,0,0.20084705826269653,0,1
101953,6.0,8728.93,1454.8216666666667,2024-10-06,2025-05-27,0.0,6.666666666666667,3.0,2.0,36.0,233.0,0.7725321888412017,0.0,0.5,Home & Kitchen,4.48,5.0,18.0,5.0,2024-09-27,South,Referral,39,Home & Kitchen,278,11460.645503597125,1,0,0.2925886037731551,0,0
101954,8.0,3547.81,443.47625,2024-07-13,2025-04-12,0.0,2.5,3.0,4.0,81.0,273.0,0.8791208791208791,0.0,0.375,Grocery,3.3,5.0,10.0,5.666666666666667,2024-04-15,North,Organic Search,52,Grocery,443,2923.139164785553,0,1,0.7926127245566676,1,0
101955,51.0,56183.01,1101.6276470588236,2023-01-09,2025-07-02,3.0,5.098039215686274,20.0,6.0,0.0,905.0,1.6906077348066295,0.0588235294117647,0.392156862745098,Sports & Outdoors,4.037037037037037,27.0,26.0,8.0,2023-01-01,East,Organic Search,24,Sports & Outdoors,913,22460.89665936473,1,0,0.0871150403363473,0,0
101956,42.0,51690.74,1230.7319047619046,2023-01-13,2025-06-15,2.0,3.571428571428572,9.0,7.0,17.0,884.0,1.4253393665158371,0.0476190476190476,0.2142857142857142,Fashion,4.304347826086956,23.0,34.0,9.333333333333334,2023-01-01,East,Direct,37,Fashion,913,20664.97272727273,1,0,0.07635107900221469,0,0
101957,12.0,36475.03,3039.585833333333,2024-07-21,2025-04-08,3.0,3.75,4.0,4.0,85.0,261.0,1.3793103448275863,0.25,0.3333333333333333,Electronics,4.242857142857143,7.0,16.0,5.666666666666667,2024-07-13,South,Social Media,44,Electronics,354,37608.43488700565,1,0,0.3139735442173939,0,0
101958,5.0,18553.05,3710.61,2025-01-21,2025-06-17,1.0,5.0,2.0,2.0,15.0,147.0,1.020408163265306,0.2,0.4,Electronics,4.466666666666667,3.0,15.0,5.666666666666667,2025-01-11,Central,Direct,31,Electronics,172,39371.29796511628,1,0,0.3424912577024461,0,0
101959,14.0,14934.86,1066.7757142857142,2024-07-16,2025-06-14,0.0,6.428571428571429,6.0,4.0,18.0,333.0,1.2612612612612613,0.0,0.4285714285714285,Sports & Outdoors,3.6625,8.0,29.0,6.0,2024-07-16,North,Referral,49,Sports & Outdoors,351,15530.55242165242,0,1,0.38482129276478233,0,0
101960,11.0,16777.6,1525.2363636363634,2024-07-31,2025-01-31,3.0,2.272727272727273,2.0,4.0,152.0,184.0,1.7934782608695652,0.2727272727272727,0.1818181818181818,Home & Kitchen,4.16,5.0,9.0,7.666666666666667,2024-06-15,Central,Organic Search,30,Home & Kitchen,382,16030.952879581151,0,1,0.6594944317217866,1,0
101962,2.0,967.46,483.73,2025-02-13,2025-03-17,1.0,5.0,1.0,2.0,107.0,32.0,1.875,0.5,0.5,Grocery,1.7000000000000002,2.0,11.0,7.0,2024-12-20,North,Direct,24,Grocery,194,1820.2211340206184,0,1,0.7543944451726239,1,0
101963,50.0,70648.70999999999,1412.9742,2023-01-23,2025-06-22,3.0,9.5,34.0,7.0,10.0,881.0,1.70261066969353,0.06,0.68,Home & Kitchen,4.179166666666666,24.0,31.0,5.666666666666667,2023-01-01,West,Organic Search,36,Home & Kitchen,913,28244.0078313253,1,0,0.08254551815211263,0,0
101964,15.0,17633.010000000002,1175.534,2024-01-25,2025-06-21,0.0,4.333333333333333,5.0,5.0,11.0,513.0,0.8771929824561403,0.0,0.3333333333333333,Home & Kitchen,4.3125,8.0,15.0,4.666666666666667,2023-12-09,South,Referral,35,Home & Kitchen,571,11271.538791593695,1,0,0.33433385139371535,0,0
101965,6.0,13463.27,2243.8783333333336,2024-12-11,2025-06-19,0.0,9.166666666666666,5.0,2.0,13.0,190.0,0.9473684210526316,0.0,0.8333333333333334,Electronics,2.2,2.0,12.0,5.666666666666667,2024-09-08,North,Direct,41,Electronics,297,16545.76952861953,0,1,0.644943489719318,1,0
101966,3.0,4930.32,1643.4399999999998,2025-03-25,2025-06-28,1.0,0.0,0.0,1.0,4.0,95.0,0.9473684210526316,0.3333333333333333,0.0,Sports & Outdoors,3.1333333333333333,3.0,9.0,3.6666666666666665,2025-03-07,Central,Organic Search,28,Sports & Outdoors,117,15380.91282051282,0,1,0.6247708899547159,1,0
101967,5.0,8472.77,1694.554,2024-12-17,2025-04-21,1.0,3.0,1.0,2.0,72.0,125.0,1.2,0.2,0.2,Home & Kitchen,4.125,4.0,29.0,3.6666666666666665,2024-12-17,North,Organic Search,27,Home & Kitchen,197,15698.279441624369,1,0,0.30748238959822916,0,1
101969,22.0,29767.93,1353.0877272727273,2024-04-24,2025-07-01,2.0,2.272727272727273,4.0,7.0,1.0,433.0,1.5242494226327945,0.0909090909090909,0.1818181818181818,Fashion,4.636363636363637,11.0,33.0,6.0,2024-04-02,North,Email,50,Fashion,456,23827.400109649127,1,0,0.11488343230470605,0,0
101970,2.0,3739.41,1869.705,2025-02-27,2025-04-23,1.0,0.0,0.0,1.0,70.0,55.0,1.090909090909091,0.5,0.0,Fashion,4.037037037037037,0.0,37.0,5.666666666666667,2024-12-29,North,Social Media,41,Fashion,185,7377.754864864865,1,0,0.23060427861743732,0,0
101971,16.0,51201.920000000006,3200.1200000000003,2024-04-07,2025-07-01,0.0,7.5,7.0,7.0,1.0,450.0,1.0666666666666669,0.0,0.4375,Electronics,4.122222222222223,9.0,24.0,3.6666666666666665,2024-03-02,North,Organic Search,55,Electronics,487,38375.15564681725,1,0,0.15172364402239547,0,0
101972,34.0,23210.81,682.6708823529412,2023-08-30,2025-06-30,3.0,3.235294117647059,8.0,6.0,2.0,670.0,1.5223880597014927,0.088235294117647,0.2352941176470588,Books,4.029411764705882,17.0,19.0,6.666666666666667,2023-08-28,Central,Organic Search,41,Books,674,12569.652299703266,1,0,0.25548321876714897,0,1
101973,11.0,6983.1900000000005,634.8354545454546,2024-04-16,2025-07-02,0.0,5.454545454545454,7.0,4.0,0.0,442.0,0.746606334841629,0.0,0.6363636363636364,Beauty & Personal Care,3.34,5.0,18.0,6.333333333333333,2024-02-26,North,Paid Ads,40,Beauty & Personal Care,492,5180.618597560976,0,1,0.5861256733310529,1,0
101974,4.0,3967.14,991.785,2024-10-25,2025-05-03,0.0,3.75,1.0,3.0,60.0,190.0,0.6315789473684211,0.0,0.25,Fashion,4.5,3.0,13.0,3.0,2024-10-11,West,Paid Ads,42,Fashion,264,5484.871590909092,0,1,0.5902914483174166,1,0
101975,5.0,3994.8,798.96,2025-02-09,2025-05-27,0.0,3.0,2.0,2.0,36.0,107.0,1.4018691588785046,0.0,0.4,Fashion,4.05,4.0,38.0,6.333333333333333,2025-01-28,North,Organic Search,51,Fashion,155,9407.109677419356,1,0,0.16067739283790353,0,0
101976,2.0,2251.46,1125.73,2025-04-08,2025-05-03,0.0,0.0,0.0,1.0,60.0,25.0,2.4,0.0,0.0,Fashion,4.4,1.0,18.0,7.0,2025-03-30,Central,Email,48,Fashion,94,8742.371276595746,1,0,0.30354000617375565,0,0
101977,27.0,45963.15,1702.338888888889,2023-01-31,2025-06-19,3.0,2.037037037037037,4.0,6.0,13.0,870.0,0.9310344827586208,0.1111111111111111,0.1481481481481481,Home & Kitchen,4.005555555555556,18.0,15.0,5.333333333333333,2023-01-03,Central,Organic Search,23,Home & Kitchen,911,18415.532107574098,1,0,0.3928601160053773,0,1
101979,8.0,12071.0,1508.875,2024-10-04,2025-05-28,2.0,3.75,2.0,1.0,35.0,236.0,1.0169491525423728,0.25,0.25,Home & Kitchen,3.716666666666667,6.0,21.0,5.666666666666667,2024-09-27,Central,Direct,37,Home & Kitchen,278,15848.615107913669,0,1,0.4416904984291207,0,0
101980,11.0,7353.96,668.5418181818181,2024-01-10,2025-05-24,0.0,8.181818181818182,6.0,5.0,39.0,500.0,0.6599999999999999,0.0,0.5454545454545454,Grocery,3.6714285714285713,7.0,15.0,3.6666666666666665,2023-11-02,South,Referral,32,Grocery,608,4414.7950657894735,0,1,0.5959948035070356,1,0
101981,20.0,19289.2,964.46,2023-04-27,2025-06-05,0.0,1.5,4.0,5.0,27.0,770.0,0.7792207792207791,0.0,0.2,Beauty & Personal Care,4.153333333333333,15.0,21.0,6.666666666666667,2023-04-15,West,Social Media,18,Beauty & Personal Care,809,8702.79110012361,0,1,0.3185451260953198,0,1
101982,2.0,2292.23,1146.1149999999998,2025-01-29,2025-04-04,0.0,0.0,0.0,1.0,89.0,65.0,0.9230769230769232,0.0,0.0,Sports & Outdoors,4.5,2.0,7.0,3.333333333333333,2024-12-25,South,Organic Search,18,Sports & Outdoors,189,4426.793386243386,1,0,0.630255836976362,1,0
101983,20.0,17680.65,884.0325,2024-04-03,2025-06-13,1.0,3.5,4.0,6.0,19.0,436.0,1.3761467889908257,0.05,0.2,Beauty & Personal Care,4.1125,8.0,21.0,7.666666666666667,2024-03-25,West,Social Media,30,Beauty & Personal Care,464,13908.26993534483,1,0,0.2599061705044554,0,1
101984,5.0,4238.27,847.6540000000001,2024-04-01,2025-03-01,0.0,3.0,1.0,2.0,123.0,334.0,0.4491017964071856,0.0,0.2,Fashion,3.4,3.0,6.0,6.333333333333333,2024-03-18,Central,Paid Ads,18,Fashion,471,3284.4342887473463,0,1,0.8709158643216507,1,0
101985,29.0,34100.14,1175.866896551724,2023-02-18,2025-06-26,2.0,8.448275862068966,16.0,7.0,6.0,859.0,1.0128055878928988,0.0689655172413793,0.5517241379310345,Toys & Games,4.092307692307693,13.0,17.0,2.333333333333333,2023-01-01,West,Organic Search,31,Toys & Games,913,13632.5860898138,1,0,0.2678293408851735,0,1
101986,10.0,8029.61,802.961,2024-10-06,2025-06-18,4.0,4.0,3.0,3.0,14.0,255.0,1.1764705882352942,0.4,0.3,Fashion,3.25,4.0,21.0,4.333333333333333,2024-09-30,South,Social Media,42,Fashion,275,10657.482363636364,1,0,0.38180237709440945,0,0
101987,1.0,1149.48,1149.48,2025-02-11,2025-02-11,0.0,0.0,0.0,1.0,141.0,1.0,30.0,0.0,0.0,Books,5.0,1.0,27.0,4.666666666666667,2025-02-04,West,Organic Search,28,Toys & Games,148,2834.8662162162163,1,0,0.3882341712146472,0,1
101988,12.0,8866.789999999999,738.8991666666666,2024-03-08,2025-03-03,0.0,8.333333333333334,6.0,5.0,121.0,360.0,1.0,0.0,0.5,Toys & Games,4.114285714285715,7.0,20.0,3.333333333333333,2024-02-12,Central,Organic Search,35,Toys & Games,506,6396.0046442687735,1,0,0.5022099632888074,1,1
101989,19.0,20092.89,1057.5205263157895,2023-12-02,2025-05-07,3.0,8.68421052631579,13.0,4.0,56.0,522.0,1.091954022988506,0.1578947368421052,0.6842105263157895,Fashion,4.226666666666667,15.0,13.0,8.0,2023-09-24,Central,Referral,23,Fashion,647,11335.247063369396,1,0,0.48102156729201395,0,1
101990,11.0,10014.84,910.44,2024-05-08,2025-04-12,2.0,8.636363636363637,8.0,5.0,81.0,339.0,0.9734513274336284,0.1818181818181818,0.7272727272727273,Fashion,3.925,8.0,25.0,4.666666666666667,2024-04-25,West,Paid Ads,38,Fashion,433,8442.07066974596,1,0,0.3042443293998547,0,0
101991,7.0,7067.6,1009.657142857143,2023-02-17,2024-02-15,1.0,5.0,3.0,3.0,503.0,363.0,0.578512396694215,0.1428571428571428,0.4285714285714285,Fashion,3.65,4.0,14.0,4.333333333333333,2023-01-01,West,Organic Search,40,Fashion,913,2825.491785323111,0,1,0.7884735449885986,1,0
101992,10.0,6275.9,627.5899999999999,2024-11-02,2025-06-29,0.0,0.5,1.0,2.0,3.0,239.0,1.2552301255230125,0.0,0.1,Beauty & Personal Care,4.8,4.0,26.0,5.0,2024-10-01,West,Organic Search,19,Beauty & Personal Care,274,8360.231751824816,1,0,0.20337941057679093,0,0
101993,14.0,19433.95,1388.1392857142855,2024-04-30,2025-06-17,1.0,6.071428571428571,6.0,3.0,15.0,413.0,1.0169491525423728,0.0714285714285714,0.4285714285714285,Home & Kitchen,4.3,8.0,24.0,4.666666666666667,2024-04-16,West,Organic Search,26,Home & Kitchen,442,16048.39762443439,1,0,0.17702464865847511,0,0
101994,3.0,1842.74,614.2466666666667,2025-05-13,2025-06-08,0.0,15.0,2.0,2.0,24.0,26.0,3.461538461538461,0.0,0.6666666666666666,Grocery,3.65,2.0,18.0,8.5,2025-05-05,North,Social Media,21,Grocery,58,11596.55344827586,1,0,0.3339760013445982,0,0
101995,6.0,4227.43,704.5716666666667,2025-03-12,2025-07-02,0.0,10.833333333333334,5.0,3.0,0.0,112.0,1.6071428571428572,0.0,0.8333333333333334,Toys & Games,4.0,4.0,16.0,6.333333333333333,2025-02-14,Central,Social Media,40,Toys & Games,138,11181.246014492754,0,1,0.3513656714887907,0,0
101996,5.0,8538.18,1707.636,2025-03-31,2025-07-01,1.0,8.0,2.0,2.0,1.0,92.0,1.6304347826086956,0.2,0.4,Home & Kitchen,3.3,4.0,12.0,6.333333333333333,2024-12-23,North,Organic Search,36,Home & Kitchen,191,16316.417277486911,0,1,0.6092640886364314,1,0
101997,12.0,45214.77,3767.8975,2024-08-18,2025-06-09,1.0,5.0,5.0,2.0,23.0,295.0,1.220338983050847,0.0833333333333333,0.4166666666666667,Electronics,4.416666666666667,6.0,23.0,6.333333333333333,2024-08-17,East,Social Media,34,Electronics,319,51734.76818181817,1,0,0.20817785147852266,0,1
101998,3.0,3441.3,1147.1,2025-04-27,2025-06-24,0.0,8.333333333333334,1.0,2.0,8.0,58.0,1.5517241379310345,0.0,0.3333333333333333,Toys & Games,4.8,1.0,25.0,6.0,2025-04-15,South,Direct,33,Toys & Games,78,16103.519230769232,1,0,0.19227720251764524,0,0
101999,16.0,27844.06,1740.25375,2024-01-10,2025-06-01,0.0,5.625,5.0,5.0,31.0,508.0,0.9448818897637796,0.0,0.3125,Home & Kitchen,4.357142857142857,7.0,22.0,6.333333333333333,2023-11-09,South,Social Media,38,Home & Kitchen,601,16910.28602329451,0,1,0.2249256907952496,0,1
102000,3.0,1554.08,518.0266666666666,2025-01-24,2025-03-18,0.0,5.0,2.0,1.0,106.0,53.0,1.69811320754717,0.0,0.6666666666666666,Beauty & Personal Care,2.3000000000000003,3.0,16.0,6.0,2025-01-11,South,Social Media,38,Beauty & Personal Care,172,3297.902325581395,1,0,0.48765426561485126,0,0
102001,14.0,10401.73,742.9807142857143,2023-01-01,2025-05-25,0.0,4.642857142857143,6.0,4.0,38.0,875.0,0.48,0.0,0.4285714285714285,Beauty & Personal Care,4.1,9.0,13.0,5.666666666666667,2023-01-01,North,Social Media,29,Beauty & Personal Care,913,4158.413417305586,0,1,0.5429689626438604,1,0
102002,2.0,1950.12,975.06,2025-02-20,2025-06-11,0.0,7.5,1.0,1.0,21.0,111.0,0.5405405405405405,0.0,0.5,Sports & Outdoors,4.037037037037037,0.0,13.0,5.0,2025-01-04,East,Direct,28,Sports & Outdoors,179,3976.5016759776536,0,1,0.5137917899705959,1,1
102003,17.0,27392.69,1611.334705882353,2024-06-07,2025-06-21,1.0,3.823529411764706,7.0,7.0,11.0,379.0,1.345646437994723,0.0588235294117647,0.4117647058823529,Home & Kitchen,4.381818181818182,11.0,32.0,7.333333333333333,2024-05-23,East,Direct,34,Home & Kitchen,405,24687.23913580247,1,0,0.12789157814220517,0,1
102004,17.0,56491.77,3323.0452941176472,2024-07-10,2025-06-28,3.0,3.235294117647059,3.0,2.0,4.0,353.0,1.4447592067988668,0.1764705882352941,0.1764705882352941,Electronics,3.54,10.0,39.0,4.666666666666667,2024-07-05,East,Organic Search,32,Electronics,362,56959.933839779005,0,1,0.3797937867757905,0,0
102006,14.0,23036.2,1645.4428571428573,2024-10-29,2025-06-10,0.0,3.928571428571429,3.0,3.0,22.0,224.0,1.875,0.0,0.2142857142857142,Home & Kitchen,4.2,7.0,36.0,6.0,2024-08-16,West,Organic Search,30,Home & Kitchen,320,26275.665625,1,0,0.14380849397613968,0,0
102007,7.0,6197.04,885.2914285714286,2024-11-14,2025-06-30,0.0,0.7142857142857143,1.0,2.0,2.0,228.0,0.9210526315789476,0.0,0.1428571428571428,Beauty & Personal Care,3.725,4.0,24.0,4.666666666666667,2024-08-20,North,Email,38,Beauty & Personal Care,316,7157.973417721519,1,0,0.2835460116822171,0,0
102008,8.0,7139.63,892.45375,2023-12-01,2025-02-14,2.0,8.125,6.0,3.0,138.0,441.0,0.54421768707483,0.25,0.75,Fashion,2.2750000000000004,4.0,5.0,5.666666666666667,2023-06-18,Central,Organic Search,40,Fashion,745,3497.939530201342,0,1,0.8713301795957382,1,0
102009,14.0,50496.83,3606.9164285714287,2024-03-19,2025-07-02,0.0,3.571428571428572,2.0,3.0,0.0,470.0,0.8936170212765958,0.0,0.1428571428571428,Electronics,3.425,8.0,15.0,4.666666666666667,2024-01-28,North,Direct,50,Electronics,521,35376.85786948177,1,0,0.4148678211301406,0,0
102010,19.0,67500.64,3552.6652631578945,2023-11-20,2025-06-27,3.0,5.789473684210527,8.0,4.0,5.0,585.0,0.9743589743589745,0.1578947368421052,0.4210526315789473,Electronics,3.742857142857143,14.0,14.0,5.333333333333333,2023-11-15,North,Organic Search,26,Electronics,595,41407.9556302521,0,1,0.5171422916392783,1,0
102011,21.0,15718.71,748.51,2023-07-24,2025-05-07,1.0,7.142857142857143,9.0,6.0,56.0,653.0,0.9647779479326188,0.0476190476190476,0.4285714285714285,Beauty & Personal Care,3.911111111111112,9.0,19.0,4.666666666666667,2023-06-30,South,Social Media,49,Beauty & Personal Care,733,7827.1884720327425,1,0,0.3492727035588177,0,0
102012,16.0,11217.45,701.090625,2024-01-08,2025-04-06,1.0,9.375,10.0,5.0,87.0,454.0,1.0572687224669604,0.0625,0.625,Books,4.245454545454546,11.0,8.0,4.666666666666667,2023-11-08,East,Organic Search,33,Books,602,6801.277823920266,0,1,0.6976884238918309,1,0
102013,8.0,21518.74,2689.8425,2024-05-03,2024-11-03,0.0,1.875,2.0,3.0,241.0,184.0,1.3043478260869563,0.0,0.25,Electronics,3.9166666666666665,6.0,16.0,5.666666666666667,2024-03-29,Central,Paid Ads,62,Electronics,460,17074.65239130435,1,0,0.3655104153802436,0,0
102014,5.0,12740.78,2548.156,2025-01-24,2025-04-21,0.0,4.0,3.0,1.0,72.0,87.0,1.7241379310344829,0.0,0.6,Home & Kitchen,3.98,5.0,16.0,5.0,2024-12-25,East,Paid Ads,38,Home & Kitchen,189,24605.210052910053,0,1,0.44365043155937756,0,0
102015,11.0,9152.47,832.0427272727272,2024-05-14,2025-06-19,0.0,6.818181818181818,5.0,4.0,13.0,401.0,0.8229426433915211,0.0,0.4545454545454545,Beauty & Personal Care,4.35,4.0,16.0,5.666666666666667,2024-04-21,South,Referral,21,Beauty & Personal Care,437,7644.511556064073,1,0,0.3346523532610545,0,0
102016,8.0,10021.54,1252.6925,2025-02-01,2025-06-25,1.0,8.75,4.0,4.0,7.0,144.0,1.6666666666666667,0.125,0.5,Home & Kitchen,3.92,5.0,15.0,4.0,2025-02-01,Central,Social Media,32,Home & Kitchen,151,24224.2523178808,1,0,0.32634948265239144,0,0
