customer_id,signup_date,region,acquisition_channel,age,primary_category
101056,2024-05-21,North,Direct,41,Electronics
101057,2024-10-17,Central,Social Media,39,Electronics
101058,2025-01-27,North,Referral,40,Books
101059,2024-03-27,South,Paid Ads,55,Books
101060,2024-02-29,East,Referral,36,Grocery
101061,2024-07-25,South,Paid Ads,23,Electronics
101062,2023-01-01,Central,Organic Search,42,Grocery
101063,2025-01-10,Central,Direct,28,Fashion
101064,2025-02-25,East,Referral,33,Home & Kitchen
101065,2024-10-13,East,Social Media,39,Books
101066,2024-07-15,West,Social Media,25,Grocery
101067,2025-02-06,West,Referral,29,Home & Kitchen
101068,2024-04-05,East,Organic Search,40,Electronics
101069,2024-02-24,Central,Paid Ads,28,Books
101070,2023-09-29,North,Organic Search,45,Beauty & Personal Care
101071,2024-11-24,South,Organic Search,24,Toys & Games
101072,2023-01-01,North,Organic Search,24,Beauty & Personal Care
101073,2023-11-01,North,Email,55,Books
101074,2025-01-14,North,Organic Search,18,Grocery
101075,2025-02-07,West,Email,34,Fashion
101076,2024-09-25,Central,Direct,55,Electronics
101077,2024-02-23,East,Organic Search,34,Sports & Outdoors
101078,2023-12-25,East,Referral,49,Books
101079,2023-11-02,South,Paid Ads,42,Grocery
101080,2023-01-01,North,Direct,34,Fashion
101081,2025-06-20,East,Social Media,33,Home & Kitchen
101082,2024-08-03,North,Paid Ads,18,Electronics
101083,2023-01-01,West,Paid Ads,31,Sports & Outdoors
101084,2023-09-06,East,Direct,37,Fashion
101085,2025-03-07,South,Organic Search,37,Beauty & Personal Care
101086,2024-04-24,North,Email,62,Beauty & Personal Care
101087,2024-08-21,South,Organic Search,38,Home & Kitchen
101088,2024-08-31,North,Referral,41,Electronics
101089,2024-11-28,West,Paid Ads,47,Beauty & Personal Care
101090,2024-05-24,East,Organic Search,40,Beauty & Personal Care
101091,2023-03-09,West,Organic Search,34,Fashion
101092,2024-11-07,East,Paid Ads,34,Books
101093,2023-10-29,Central,Email,31,Toys & Games
101094,2023-08-06,West,Referral,39,Toys & Games
101095,2023-01-01,North,Organic Search,33,Grocery
101096,2025-02-10,North,Paid Ads,41,Sports & Outdoors
101097,2024-06-20,Central,Organic Search,23,Sports & Outdoors
101098,2024-12-25,South,Referral,36,Sports & Outdoors
101099,2024-05-23,West,Email,52,Home & Kitchen
101100,2024-05-26,West,Direct,32,Fashion
101101,2025-03-25,West,Direct,55,Sports & Outdoors
101102,2024-05-03,South,Paid Ads,36,Beauty & Personal Care
101103,2023-01-01,South,Organic Search,34,Sports & Outdoors
101104,2023-12-23,East,Direct,36,Toys & Games
101105,2025-04-24,North,Organic Search,31,Home & Kitchen
101106,2025-02-21,South,Organic Search,18,Grocery
101107,2024-07-07,East,Paid Ads,44,Electronics
101108,2025-02-17,South,Email,59,Fashion
101109,2023-01-01,South,Referral,40,Home & Kitchen
101110,2025-05-10,Central,Direct,40,Toys & Games
101111,2023-12-20,South,Paid Ads,32,Toys & Games
101112,2025-06-03,Central,Organic Search,47,Beauty & Personal Care
101113,2024-07-12,Central,Paid Ads,34,Beauty & Personal Care
101114,2025-03-14,West,Email,37,Home & Kitchen
101115,2023-09-30,North,Organic Search,18,Grocery
101116,2023-04-03,South,Direct,29,Grocery
101117,2024-02-24,Central,Social Media,39,Fashion
101118,2023-03-07,North,Email,44,Electronics
101119,2025-08-07,East,Email,45,Electronics
101120,2024-05-07,East,Paid Ads,18,Grocery
101121,2023-12-26,Central,Referral,18,Sports & Outdoors
101122,2023-10-30,Central,Paid Ads,41,Fashion
101123,2024-01-21,South,Email,26,Books
101124,2023-10-20,East,Email,44,Home & Kitchen
101125,2024-05-11,West,Social Media,18,Beauty & Personal Care
101126,2025-04-23,Central,Organic Search,33,Beauty & Personal Care
101127,2024-11-30,East,Direct,34,Books
101128,2023-01-01,North,Direct,40,Fashion
101129,2023-02-23,Central,Social Media,23,Toys & Games
101130,2024-01-03,East,Direct,18,Grocery
101131,2023-09-19,North,Social Media,36,Electronics
101132,2023-05-07,North,Paid Ads,40,Books
101133,2024-01-08,South,Paid Ads,46,Beauty & Personal Care
101134,2023-01-01,West,Organic Search,31,Beauty & Personal Care
101135,2023-01-21,Central,Social Media,43,Electronics
101136,2023-01-01,East,Referral,40,Beauty & Personal Care
101137,2024-11-20,North,Organic Search,49,Sports & Outdoors
101138,2024-11-16,Central,Organic Search,34,Electronics
101139,2024-02-09,West,Referral,18,Home & Kitchen
101140,2023-01-01,East,Email,34,Beauty & Personal Care
101141,2023-01-01,North,Direct,35,Electronics
101142,2023-07-19,Central,Organic Search,40,Toys & Games
101143,2023-01-01,North,Email,18,Books
101144,2023-12-18,West,Organic Search,31,Books
101145,2024-09-22,East,Organic Search,44,Home & Kitchen
101146,2023-01-01,East,Referral,33,Electronics
101147,2024-01-20,East,Paid Ads,31,Grocery
101148,2023-02-04,South,Email,55,Electronics
101149,2025-08-07,East,Paid Ads,23,Sports & Outdoors
101150,2025-07-29,South,Organic Search,48,Fashion
101151,2024-04-26,East,Social Media,46,Sports & Outdoors
101152,2025-02-17,West,Organic Search,32,Home & Kitchen
101153,2024-03-23,West,Organic Search,34,Home & Kitchen
101154,2024-11-16,North,Organic Search,34,Toys & Games
101155,2023-01-01,Central,Paid Ads,37,Toys & Games
101156,2023-03-26,North,Email,28,Electronics
101157,2023-01-01,South,Organic Search,30,Grocery
101158,2025-07-18,South,Social Media,31,Electronics
101159,2023-07-27,South,Social Media,31,Beauty & Personal Care
101160,2024-08-20,South,Social Media,31,Grocery
101161,2023-01-01,South,Social Media,18,Fashion
101162,2023-10-11,East,Referral,36,Books
101163,2024-07-07,West,Direct,29,Beauty & Personal Care
101164,2025-04-09,Central,Organic Search,18,Home & Kitchen
101165,2024-05-03,South,Email,31,Grocery
101166,2023-01-01,South,Organic Search,30,Books
101167,2023-01-01,West,Social Media,49,Sports & Outdoors
101168,2024-10-10,North,Social Media,29,Electronics
101169,2023-01-01,East,Organic Search,42,Fashion
101170,2023-02-15,South,Organic Search,50,Beauty & Personal Care
101171,2025-02-13,West,Organic Search,28,Grocery
101172,2025-03-26,North,Organic Search,34,Sports & Outdoors
101173,2024-08-01,Central,Social Media,54,Home & Kitchen
101174,2024-10-11,South,Organic Search,37,Grocery
101175,2023-12-15,East,Email,39,Grocery
101176,2024-06-10,East,Direct,30,Beauty & Personal Care
101177,2024-09-18,East,Paid Ads,42,Electronics
101178,2025-05-28,East,Organic Search,34,Beauty & Personal Care
101179,2023-09-26,South,Paid Ads,18,Fashion
101180,2025-06-06,West,Direct,31,Fashion
101181,2023-02-13,East,Paid Ads,21,Grocery
101182,2025-07-10,South,Organic Search,36,Toys & Games
101183,2025-06-12,South,Direct,24,Books
101184,2025-02-14,East,Social Media,40,Fashion
101185,2024-11-03,Central,Paid Ads,35,Fashion
101186,2024-12-23,Central,Direct,21,Electronics
101187,2024-11-04,South,Direct,29,Electronics
101188,2024-03-15,South,Social Media,41,Electronics
101189,2025-02-10,North,Paid Ads,47,Books
101190,2024-03-11,East,Social Media,25,Fashion
101191,2025-08-06,South,Organic Search,22,Electronics
101192,2025-02-17,Central,Paid Ads,56,Toys & Games
101193,2025-06-16,East,Organic Search,34,Sports & Outdoors
101194,2023-02-21,South,Social Media,36,Beauty & Personal Care
101195,2025-01-15,Central,Email,26,Beauty & Personal Care
101196,2023-10-27,Central,Direct,37,Toys & Games
101197,2025-07-02,South,Email,53,Beauty & Personal Care
101198,2023-01-01,North,Organic Search,37,Electronics
101199,2024-05-20,South,Organic Search,46,Beauty & Personal Care
101200,2024-06-30,South,Social Media,35,Home & Kitchen
101201,2025-05-27,East,Organic Search,23,Toys & Games
101202,2025-03-11,Central,Organic Search,27,Home & Kitchen
101203,2024-09-09,Central,Email,22,Sports & Outdoors
101204,2025-03-04,West,Paid Ads,37,Grocery
101205,2023-04-24,Central,Organic Search,48,Electronics
101206,2024-05-31,North,Social Media,36,Toys & Games
101207,2025-03-02,North,Direct,31,Beauty & Personal Care
101208,2023-07-23,Central,Referral,26,Grocery
101209,2024-10-17,West,Organic Search,38,Books
101210,2023-08-16,South,Social Media,21,Home & Kitchen
101211,2024-11-27,West,Direct,22,Fashion
101212,2023-11-29,North,Organic Search,44,Fashion
101213,2024-10-26,West,Referral,31,Sports & Outdoors
101214,2023-04-24,Central,Referral,31,Electronics
101215,2025-06-30,East,Referral,33,Fashion
101216,2025-04-20,West,Organic Search,42,Beauty & Personal Care
101217,2024-08-13,West,Direct,36,Fashion
101218,2025-01-06,Central,Paid Ads,26,Beauty & Personal Care
101219,2024-11-03,East,Organic Search,27,Home & Kitchen
101220,2023-10-06,South,Organic Search,32,Fashion
101221,2024-11-08,South,Paid Ads,38,Sports & Outdoors
101222,2024-02-26,South,Organic Search,34,Fashion
101223,2025-02-18,North,Email,33,Fashion
101224,2025-07-16,West,Direct,35,Fashion
101225,2023-08-20,South,Organic Search,34,Fashion
101226,2023-01-01,West,Email,26,Electronics
101227,2024-04-08,North,Direct,47,Sports & Outdoors
101228,2024-07-27,South,Organic Search,29,Beauty & Personal Care
101229,2024-05-18,South,Referral,36,Electronics
101230,2023-01-01,North,Direct,18,Home & Kitchen
101231,2024-04-03,Central,Email,32,Grocery
101232,2023-07-25,East,Social Media,22,Home & Kitchen
101233,2023-08-18,Central,Direct,24,Toys & Games
101234,2023-03-03,Central,Referral,61,Electronics
101235,2024-08-03,North,Paid Ads,37,Beauty & Personal Care
101236,2024-11-30,Central,Organic Search,48,Beauty & Personal Care
101237,2023-11-24,North,Social Media,44,Beauty & Personal Care
101238,2023-04-17,Central,Paid Ads,45,Beauty & Personal Care
101239,2023-01-01,West,Paid Ads,32,Beauty & Personal Care
101240,2023-01-01,Central,Organic Search,52,Grocery
101241,2023-06-10,East,Email,44,Home & Kitchen
101242,2024-12-13,North,Referral,35,Books
101243,2024-04-08,North,Paid Ads,37,Fashion
101244,2024-05-12,North,Organic Search,33,Fashion
101245,2024-06-20,Central,Organic Search,35,Beauty & Personal Care
101246,2023-11-23,East,Organic Search,34,Books
101247,2024-08-31,South,Social Media,39,Grocery
101248,2024-08-31,North,Organic Search,54,Books
101249,2023-01-01,North,Direct,21,Books
101250,2024-07-17,South,Organic Search,47,Home & Kitchen
101251,2023-03-08,West,Organic Search,30,Fashion
101252,2023-01-30,Central,Direct,48,Sports & Outdoors
101253,2024-03-29,West,Paid Ads,31,Home & Kitchen
101254,2024-08-19,Central,Paid Ads,39,Grocery
101255,2025-02-10,South,Organic Search,33,Grocery
101256,2025-06-07,South,Referral,18,Electronics
101257,2023-10-20,West,Paid Ads,54,Electronics
101258,2024-01-24,North,Email,24,Home & Kitchen
101259,2023-08-07,Central,Referral,35,Fashion
101260,2024-11-15,West,Direct,23,Fashion
101261,2023-01-01,North,Social Media,20,Home & Kitchen
101262,2023-12-17,North,Email,32,Sports & Outdoors
101263,2024-07-29,West,Referral,28,Fashion
101264,2025-07-20,West,Paid Ads,22,Toys & Games
101265,2024-10-18,South,Referral,34,Beauty & Personal Care
101266,2023-07-13,West,Referral,18,Sports & Outdoors
101267,2023-01-01,East,Organic Search,36,Electronics
101268,2024-06-09,West,Referral,33,Electronics
101269,2023-01-01,East,Organic Search,18,Fashion
101270,2025-02-25,East,Social Media,29,Grocery
101271,2024-01-11,South,Organic Search,40,Grocery
101272,2023-12-30,North,Organic Search,23,Fashion
101273,2023-10-16,North,Organic Search,40,Home & Kitchen
101274,2024-04-21,North,Organic Search,39,Home & Kitchen
101275,2024-02-04,Central,Organic Search,23,Fashion
101276,2025-03-01,East,Organic Search,34,Toys & Games
101277,2023-01-01,South,Social Media,44,Books
101278,2023-05-08,Central,Paid Ads,25,Home & Kitchen
101279,2024-02-21,Central,Direct,32,Electronics
101280,2023-04-24,South,Email,47,Electronics
101281,2023-01-01,South,Organic Search,25,Beauty & Personal Care
101282,2023-10-23,East,Paid Ads,40,Sports & Outdoors
101283,2023-01-01,Central,Paid Ads,23,Beauty & Personal Care
101284,2023-09-12,West,Paid Ads,33,Grocery
101285,2025-02-01,East,Social Media,39,Sports & Outdoors
101286,2024-03-13,South,Referral,18,Sports & Outdoors
101287,2023-04-01,South,Referral,29,Beauty & Personal Care
101288,2023-01-01,North,Paid Ads,39,Grocery
101289,2024-04-13,West,Referral,37,Fashion
101290,2025-02-16,Central,Paid Ads,29,Electronics
101291,2024-08-26,West,Email,22,Sports & Outdoors
101292,2025-05-01,South,Direct,41,Fashion
101293,2023-07-21,East,Paid Ads,31,Fashion
101294,2024-10-21,Central,Email,40,Beauty & Personal Care
101295,2024-12-31,East,Email,39,Beauty & Personal Care
101296,2023-05-28,Central,Social Media,30,Electronics
101297,2023-01-01,East,Organic Search,46,Beauty & Personal Care
101298,2025-01-01,East,Email,28,Fashion
101299,2024-04-10,East,Paid Ads,48,Electronics
101300,2024-08-13,South,Organic Search,49,Toys & Games
101301,2023-01-01,East,Social Media,46,Fashion
101302,2024-07-08,South,Paid Ads,33,Home & Kitchen
101303,2025-03-05,West,Organic Search,63,Electronics
101304,2024-06-22,West,Direct,36,Toys & Games
101305,2023-01-01,South,Organic Search,37,Electronics
101306,2024-08-31,Central,Social Media,34,Electronics
101307,2024-12-09,East,Referral,22,Home & Kitchen
101308,2024-07-23,Central,Organic Search,49,Electronics
101309,2025-02-28,West,Referral,28,Fashion
101310,2024-08-14,Central,Referral,45,Fashion
101311,2024-11-22,Central,Social Media,47,Home & Kitchen
101312,2023-01-01,South,Social Media,41,Grocery
101313,2025-07-05,South,Direct,27,Home & Kitchen
101314,2025-02-02,Central,Direct,31,Sports & Outdoors
101315,2024-12-10,South,Organic Search,18,Toys & Games
101316,2025-02-26,West,Paid Ads,33,Grocery
101317,2024-01-07,North,Social Media,43,Grocery
101318,2025-01-05,Central,Direct,32,Sports & Outdoors
101319,2025-05-15,West,Email,28,Electronics
101320,2024-05-14,East,Paid Ads,31,Fashion
101321,2024-09-17,East,Direct,48,Fashion
101322,2024-12-26,West,Paid Ads,34,Books
101323,2023-01-01,South,Organic Search,55,Home & Kitchen
101324,2023-12-23,South,Social Media,28,Beauty & Personal Care
101325,2024-02-11,South,Paid Ads,37,Grocery
101326,2023-12-13,North,Social Media,30,Electronics
101327,2024-01-05,Central,Paid Ads,57,Grocery
101328,2024-09-02,West,Email,36,Beauty & Personal Care
101329,2025-01-03,East,Direct,58,Beauty & Personal Care
101330,2024-05-06,Central,Organic Search,30,Fashion
101331,2024-09-08,West,Social Media,51,Fashion
101332,2025-07-06,East,Referral,36,Beauty & Personal Care
101333,2025-03-13,North,Organic Search,44,Grocery
101334,2024-10-14,East,Email,21,Sports & Outdoors
101335,2023-05-15,North,Social Media,38,Sports & Outdoors
101336,2024-05-04,West,Organic Search,23,Fashion
101337,2025-02-09,North,Direct,37,Beauty & Personal Care
101338,2025-03-28,East,Paid Ads,18,Beauty & Personal Care
101339,2023-01-09,South,Organic Search,33,Electronics
101340,2024-08-20,North,Organic Search,47,Beauty & Personal Care
101341,2025-08-24,East,Email,41,Electronics
101342,2024-07-31,South,Direct,21,Sports & Outdoors
101343,2023-09-15,South,Paid Ads,18,Grocery
101344,2025-04-01,Central,Organic Search,40,Grocery
101345,2024-06-01,South,Organic Search,52,Fashion
101346,2024-04-29,East,Referral,24,Beauty & Personal Care
101347,2025-03-23,North,Paid Ads,58,Sports & Outdoors
101348,2023-01-01,South,Paid Ads,34,Books
101349,2024-04-22,South,Paid Ads,18,Electronics
101350,2024-10-15,West,Paid Ads,18,Beauty & Personal Care
101351,2024-08-18,North,Referral,43,Beauty & Personal Care
101352,2025-04-21,Central,Social Media,36,Sports & Outdoors
101353,2025-04-27,North,Organic Search,51,Sports & Outdoors
101354,2024-11-09,West,Social Media,21,Books
101355,2024-10-24,North,Paid Ads,36,Electronics
101356,2024-09-06,Central,Social Media,35,Beauty & Personal Care
101357,2023-01-01,West,Organic Search,33,Grocery
101358,2023-10-12,Central,Organic Search,30,Fashion
101359,2025-06-24,Central,Social Media,31,Grocery
101360,2023-01-23,Central,Organic Search,36,Electronics
101361,2024-11-11,West,Social Media,38,Toys & Games
101362,2023-08-26,Central,Paid Ads,37,Toys & Games
101363,2024-10-21,North,Organic Search,48,Toys & Games
101364,2024-05-16,West,Referral,21,Fashion
101365,2025-04-11,Central,Paid Ads,18,Grocery
101366,2024-02-24,South,Organic Search,46,Fashion
101367,2023-06-27,Central,Email,24,Electronics
101368,2025-06-07,East,Paid Ads,30,Home & Kitchen
101369,2023-06-18,East,Direct,28,Sports & Outdoors
101370,2025-01-04,South,Organic Search,28,Electronics
101371,2023-01-01,North,Direct,18,Home & Kitchen
101372,2023-08-16,Central,Email,28,Beauty & Personal Care
101373,2023-11-13,West,Organic Search,42,Grocery
101374,2024-08-16,East,Social Media,34,Fashion
101375,2023-01-01,Central,Referral,40,Electronics
101376,2024-11-09,North,Social Media,29,Fashion
101377,2025-03-10,West,Paid Ads,44,Beauty & Personal Care
101378,2024-12-27,East,Direct,29,Beauty & Personal Care
101379,2023-03-17,West,Referral,18,Fashion
101380,2024-05-23,North,Direct,38,Beauty & Personal Care
101381,2024-07-13,West,Email,43,Home & Kitchen
101382,2024-11-05,West,Email,28,Electronics
101383,2024-07-30,Central,Referral,48,Electronics
101384,2024-11-22,South,Referral,25,Beauty & Personal Care
101385,2023-09-30,North,Direct,42,Toys & Games
101386,2024-09-13,North,Social Media,54,Home & Kitchen
101387,2024-12-23,North,Organic Search,35,Beauty & Personal Care
101388,2023-05-07,South,Social Media,32,Sports & Outdoors
101389,2025-03-04,Central,Organic Search,33,Beauty & Personal Care
101390,2024-05-18,North,Direct,52,Electronics
101391,2025-07-07,North,Referral,39,Home & Kitchen
101392,2025-05-07,North,Social Media,58,Electronics
101393,2024-10-13,South,Organic Search,38,Grocery
101394,2024-11-27,West,Social Media,27,Toys & Games
101395,2024-11-27,South,Paid Ads,28,Fashion
101396,2023-08-11,East,Referral,35,Beauty & Personal Care
101397,2023-07-11,South,Social Media,18,Electronics
101398,2024-03-08,Central,Social Media,29,Fashion
101399,2025-03-13,North,Organic Search,30,Electronics
101400,2024-08-01,South,Social Media,37,Electronics
101401,2023-01-01,East,Paid Ads,56,Books
101402,2023-01-01,Central,Direct,35,Home & Kitchen
101403,2023-05-02,East,Direct,18,Books
101404,2025-03-07,North,Email,24,Toys & Games
101405,2024-07-29,East,Paid Ads,37,Grocery
101406,2024-04-03,South,Organic Search,36,Electronics
101407,2024-05-29,South,Direct,52,Home & Kitchen
101408,2023-02-28,Central,Direct,45,Toys & Games
101409,2023-09-03,Central,Organic Search,45,Toys & Games
101410,2025-03-16,South,Referral,32,Sports & Outdoors
101411,2024-12-18,East,Paid Ads,47,Fashion
101412,2023-05-04,East,Organic Search,25,Home & Kitchen
101413,2023-01-01,Central,Direct,45,Fashion
101414,2024-03-29,Central,Direct,31,Fashion
101415,2023-01-01,South,Direct,19,Fashion
101416,2024-05-11,North,Organic Search,41,Books
101417,2025-02-14,North,Social Media,50,Books
101418,2023-10-19,North,Direct,30,Beauty & Personal Care
101419,2023-01-01,West,Referral,52,Toys & Games
101420,2025-04-20,West,Paid Ads,18,Sports & Outdoors
101421,2023-01-01,Central,Social Media,21,Home & Kitchen
101422,2023-11-15,North,Organic Search,33,Grocery
101423,2024-12-31,North,Social Media,30,Fashion
101424,2025-07-05,North,Direct,27,Home & Kitchen
101425,2025-07-30,West,Organic Search,36,Electronics
101426,2024-11-28,North,Organic Search,29,Grocery
101427,2024-01-29,West,Social Media,31,Fashion
101428,2023-06-16,Central,Social Media,38,Electronics
101429,2023-02-03,North,Paid Ads,27,Sports & Outdoors
101430,2024-03-06,West,Organic Search,33,Toys & Games
101431,2024-05-06,East,Referral,27,Grocery
101432,2024-10-04,Central,Organic Search,21,Fashion
101433,2024-01-19,South,Referral,43,Toys & Games
101434,2024-12-28,South,Social Media,53,Fashion
101435,2025-04-13,North,Paid Ads,46,Fashion
101436,2024-05-28,West,Social Media,38,Fashion
101437,2023-07-28,Central,Referral,27,Electronics
101438,2025-05-12,North,Social Media,31,Beauty & Personal Care
101439,2024-11-28,East,Social Media,46,Sports & Outdoors
101440,2024-06-10,West,Paid Ads,18,Beauty & Personal Care
101441,2024-06-17,West,Paid Ads,31,Beauty & Personal Care
101442,2023-11-28,Central,Social Media,43,Books
101443,2023-01-01,West,Paid Ads,22,Grocery
101444,2025-07-30,Central,Paid Ads,39,Fashion
101445,2023-01-01,Central,Organic Search,39,Home & Kitchen
101446,2023-01-01,Central,Referral,19,Grocery
101447,2023-06-06,East,Organic Search,35,Fashion
101448,2024-04-05,East,Direct,28,Electronics
101449,2024-12-23,East,Social Media,39,Fashion
101450,2023-06-13,Central,Organic Search,42,Books
101451,2024-03-16,South,Referral,39,Electronics
101452,2024-09-29,West,Paid Ads,35,Fashion
101453,2023-06-28,West,Direct,38,Home & Kitchen
101454,2023-03-22,North,Direct,22,Home & Kitchen
101455,2023-01-01,East,Email,34,Toys & Games
101456,2025-01-16,North,Social Media,26,Beauty & Personal Care
101457,2023-01-01,West,Direct,46,Grocery
101458,2024-09-23,East,Referral,42,Home & Kitchen
101459,2024-04-04,South,Direct,42,Beauty & Personal Care
101460,2024-01-18,North,Organic Search,53,Beauty & Personal Care
101461,2023-01-18,North,Direct,31,Fashion
101462,2023-08-23,West,Referral,28,Electronics
101463,2024-10-03,Central,Paid Ads,31,Fashion
101464,2025-07-23,South,Direct,18,Electronics
101465,2023-12-03,Central,Referral,18,Sports & Outdoors
101466,2024-04-20,East,Direct,41,Grocery
101467,2025-04-22,South,Organic Search,19,Fashion
101468,2024-03-06,East,Social Media,23,Fashion
101469,2024-06-15,West,Referral,33,Electronics
101470,2023-01-01,Central,Organic Search,30,Beauty & Personal Care
101471,2023-01-01,East,Email,44,Home & Kitchen
101472,2023-04-06,South,Referral,35,Toys & Games
101473,2024-07-04,West,Organic Search,26,Grocery
101474,2024-05-14,East,Referral,45,Toys & Games
101475,2025-01-24,South,Organic Search,43,Books
101476,2024-12-15,East,Email,19,Grocery
101477,2024-07-24,East,Direct,37,Sports & Outdoors
101478,2024-08-26,North,Social Media,27,Fashion
101479,2025-04-30,North,Social Media,26,Beauty & Personal Care
101480,2023-01-01,West,Paid Ads,55,Beauty & Personal Care
101481,2023-01-01,North,Paid Ads,36,Beauty & Personal Care
101482,2023-01-01,East,Direct,32,Home & Kitchen
101483,2023-01-01,West,Paid Ads,35,Fashion
101484,2023-01-01,South,Paid Ads,44,Sports & Outdoors
101485,2025-01-20,South,Paid Ads,27,Electronics
101486,2023-01-01,Central,Referral,29,Fashion
101487,2024-10-05,North,Email,42,Grocery
101488,2023-09-24,West,Organic Search,18,Grocery
101489,2025-05-30,North,Organic Search,45,Toys & Games
101490,2024-11-09,Central,Organic Search,18,Toys & Games
101491,2023-03-20,East,Organic Search,32,Electronics
101492,2023-08-30,North,Paid Ads,18,Beauty & Personal Care
101493,2024-10-10,West,Email,23,Fashion
101494,2024-05-14,North,Social Media,49,Home & Kitchen
101495,2024-12-05,South,Organic Search,46,Sports & Outdoors
101496,2023-03-22,East,Social Media,47,Toys & Games
101497,2023-01-01,West,Email,19,Toys & Games
101498,2025-01-19,East,Paid Ads,23,Beauty & Personal Care
101499,2024-06-20,Central,Organic Search,38,Home & Kitchen
101500,2025-05-05,East,Email,42,Fashion
101501,2024-03-18,South,Organic Search,26,Beauty & Personal Care
101502,2023-11-15,South,Email,28,Electronics
101503,2024-02-14,Central,Email,22,Home & Kitchen
101504,2023-12-22,West,Direct,53,Electronics
101505,2024-07-26,North,Organic Search,29,Electronics
101506,2024-07-18,West,Organic Search,35,Toys & Games
101507,2024-08-02,East,Direct,35,Fashion
101508,2024-11-16,South,Paid Ads,47,Home & Kitchen
101509,2024-10-16,North,Paid Ads,24,Books
101510,2023-12-07,Central,Social Media,47,Beauty & Personal Care
101511,2023-01-01,North,Organic Search,20,Grocery
101512,2025-02-23,Central,Referral,47,Grocery
101513,2024-07-19,North,Direct,18,Fashion
101514,2025-04-01,East,Referral,33,Home & Kitchen
101515,2024-11-12,North,Paid Ads,52,Fashion
101516,2024-09-30,East,Direct,42,Toys & Games
101517,2024-04-15,Central,Referral,39,Electronics
101518,2024-04-25,East,Organic Search,23,Sports & Outdoors
101519,2024-06-23,East,Referral,26,Grocery
101520,2024-01-13,North,Organic Search,49,Grocery
101521,2025-02-05,Central,Paid Ads,40,Books
101522,2024-04-12,South,Social Media,44,Beauty & Personal Care
101523,2023-08-16,East,Organic Search,35,Beauty & Personal Care
101524,2025-02-08,Central,Organic Search,31,Fashion
101525,2025-06-19,West,Social Media,43,Fashion
101526,2023-03-27,West,Paid Ads,37,Sports & Outdoors
101527,2025-03-27,North,Social Media,33,Beauty & Personal Care
101528,2024-11-24,East,Organic Search,19,Toys & Games
101529,2023-08-31,East,Referral,45,Fashion
101530,2025-02-18,North,Direct,39,Fashion
101531,2023-05-08,South,Organic Search,28,Beauty & Personal Care
101532,2024-12-28,Central,Email,47,Electronics
101533,2025-01-24,Central,Organic Search,37,Sports & Outdoors
101534,2025-03-31,Central,Paid Ads,37,Fashion
101535,2024-12-26,Central,Paid Ads,44,Beauty & Personal Care
101536,2023-11-07,Central,Organic Search,42,Electronics
101537,2024-11-24,North,Organic Search,38,Home & Kitchen
101538,2023-03-24,Central,Email,32,Beauty & Personal Care
101539,2024-06-09,West,Email,56,Beauty & Personal Care
101540,2024-05-09,Central,Direct,26,Toys & Games
101541,2025-01-30,West,Direct,43,Books
101542,2023-01-01,North,Paid Ads,34,Beauty & Personal Care
101543,2023-08-11,East,Organic Search,40,Books
101544,2023-08-26,West,Organic Search,48,Sports & Outdoors
101545,2024-08-13,North,Social Media,31,Toys & Games
101546,2025-04-19,East,Direct,41,Electronics
101547,2024-04-20,West,Organic Search,37,Sports & Outdoors
101548,2023-11-27,East,Organic Search,27,Electronics
101549,2023-11-22,West,Paid Ads,48,Electronics
101550,2024-01-22,North,Direct,42,Sports & Outdoors
101551,2024-02-09,South,Paid Ads,30,Beauty & Personal Care
101552,2024-12-29,Central,Referral,47,Sports & Outdoors
101553,2024-12-19,East,Paid Ads,25,Home & Kitchen
101554,2025-03-30,North,Paid Ads,34,Electronics
101555,2023-03-17,North,Paid Ads,30,Books
101556,2023-01-01,East,Email,43,Beauty & Personal Care
101557,2023-01-01,Central,Email,29,Fashion
101558,2024-03-25,North,Paid Ads,43,Home & Kitchen
101559,2024-02-08,North,Organic Search,41,Beauty & Personal Care
101560,2024-07-31,South,Organic Search,30,Fashion
101561,2024-03-31,South,Organic Search,55,Sports & Outdoors
101562,2025-02-18,North,Organic Search,26,Beauty & Personal Care
101563,2024-08-07,South,Organic Search,19,Electronics
101564,2025-01-22,West,Referral,44,Beauty & Personal Care
101565,2024-09-15,Central,Email,18,Fashion
101566,2025-01-05,South,Referral,51,Grocery
101567,2023-11-27,West,Referral,36,Home & Kitchen
101568,2023-09-29,Central,Direct,19,Electronics
101569,2024-02-21,North,Direct,24,Books
101570,2024-12-18,Central,Organic Search,18,Fashion
101571,2025-04-09,North,Organic Search,39,Toys & Games
101572,2023-09-23,West,Organic Search,20,Electronics
101573,2024-06-11,West,Direct,40,Electronics
101574,2025-06-22,Central,Organic Search,31,Toys & Games
101575,2024-04-23,East,Paid Ads,29,Toys & Games
101576,2024-02-05,West,Social Media,40,Electronics
101577,2025-05-24,North,Social Media,41,Home & Kitchen
101578,2023-11-19,East,Social Media,47,Toys & Games
101579,2025-05-06,Central,Email,28,Fashion
101580,2025-01-10,North,Social Media,34,Grocery
101581,2025-05-05,North,Direct,28,Beauty & Personal Care
101582,2025-02-01,West,Organic Search,36,Sports & Outdoors
101583,2025-04-08,East,Direct,26,Books
101584,2023-03-21,East,Social Media,30,Sports & Outdoors
101585,2024-08-29,South,Organic Search,30,Fashion
