order_id,customer_id,order_date,category,quantity,unit_price,discount_pct,net_amount,is_returned
ORD1005000020,100500,2025-06-09,Fashion,1,961.08,0.0,961.08,0
ORD1005000021,100500,2025-07-02,Fashion,1,1740.71,0.0,1740.71,0
ORD1005010001,100501,2024-05-14,Beauty & Personal Care,1,966.32,0.0,966.32,0
ORD1005010002,100501,2024-08-15,Beauty & Personal Care,2,387.65,0.0,775.29,0
ORD1005010003,100501,2024-09-08,Beauty & Personal Care,1,499.21,15.0,424.33,0
ORD1005010004,100501,2024-11-26,Beauty & Personal Care,1,308.78,0.0,308.78,0
ORD1005010005,100501,2024-12-11,Books,1,284.72,0.0,284.72,0
ORD1005010006,100501,2024-12-14,Beauty & Personal Care,1,541.9,0.0,541.9,0
ORD1005010007,100501,2025-02-04,Fashion,1,767.33,10.0,690.6,0
ORD1005010008,100501,2025-03-06,Beauty & Personal Care,1,467.2,0.0,467.2,0
ORD1005010009,100501,2025-03-28,Books,1,362.06,0.0,362.06,0
ORD1005010010,100501,2025-06-14,Electronics,1,2141.83,5.0,2034.74,1
ORD1005010011,100501,2025-08-08,Beauty & Personal Care,1,739.61,10.0,665.65,0
ORD1005020001,100502,2024-07-26,Beauty & Personal Care,2,481.99,15.0,819.37,0
ORD1005020002,100502,2024-08-01,Fashion,1,1047.95,0.0,1047.95,1
ORD1005020003,100502,2024-08-04,Beauty & Personal Care,1,477.76,0.0,477.76,0
ORD1005020004,100502,2024-08-19,Beauty & Personal Care,1,416.91,20.0,333.53,0
ORD1005020005,100502,2024-11-21,Beauty & Personal Care,1,128.1,0.0,128.1,0
ORD1005020006,100502,2025-02-13,Beauty & Personal Care,1,300.58,0.0,300.58,0
ORD1005020007,100502,2025-02-24,Beauty & Personal Care,1,539.56,0.0,539.56,0
ORD1005030001,100503,2024-11-07,Toys & Games,1,587.89,0.0,587.89,0
ORD1005030002,100503,2024-11-13,Toys & Games,1,661.93,15.0,562.64,0
ORD1005030003,100503,2024-12-09,Sports & Outdoors,2,1315.75,0.0,2631.5,0
ORD1005030004,100503,2025-01-03,Electronics,1,4058.83,0.0,4058.83,0
ORD1005030005,100503,2025-01-07,Books,1,358.98,0.0,358.98,0
ORD1005030006,100503,2025-01-29,Home & Kitchen,1,1321.45,5.0,1255.37,0
ORD1005030007,100503,2025-02-13,Toys & Games,1,880.39,10.0,792.35,0
ORD1005030008,100503,2025-02-28,Home & Kitchen,1,1390.06,0.0,1390.06,0
ORD1005030009,100503,2025-05-22,Beauty & Personal Care,1,532.77,5.0,506.13,0
ORD1005030010,100503,2025-06-04,Home & Kitchen,1,1670.61,0.0,1670.61,0
ORD1005030011,100503,2025-06-16,Home & Kitchen,2,1324.37,5.0,2516.3,0
ORD1005030012,100503,2025-07-14,Home & Kitchen,1,1099.99,0.0,1099.99,0
ORD1005030013,100503,2025-07-18,Fashion,1,883.77,10.0,795.4,0
ORD1005030014,100503,2025-08-05,Grocery,2,413.8,0.0,827.6,0
ORD1005040001,100504,2024-07-23,Grocery,2,264.15,0.0,528.29,1
ORD1005040002,100504,2024-08-22,Grocery,1,50.0,0.0,50.0,0
ORD1005040003,100504,2024-09-26,Grocery,1,368.3,15.0,313.05,0
ORD1005040004,100504,2024-11-19,Books,1,417.42,0.0,417.42,0
ORD1005040005,100504,2024-11-27,Grocery,1,505.56,0.0,505.56,0
ORD1005040006,100504,2024-12-08,Grocery,1,282.8,0.0,282.8,0
ORD1005040007,100504,2024-12-17,Grocery,1,277.86,0.0,277.86,0
ORD1005040008,100504,2025-02-12,Grocery,3,351.45,0.0,1054.36,0
ORD1005040009,100504,2025-04-07,Grocery,1,398.29,0.0,398.29,0
ORD1005040010,100504,2025-06-06,Grocery,2,586.8,5.0,1114.91,0
ORD1005040011,100504,2025-08-15,Fashion,1,796.87,0.0,796.87,0
ORD1005050001,100505,2023-10-04,Electronics,2,2773.57,0.0,5547.14,0
ORD1005050002,100505,2023-12-31,Electronics,1,3082.41,0.0,3082.41,0
ORD1005050003,100505,2024-02-18,Sports & Outdoors,1,1325.45,0.0,1325.45,0
ORD1005050004,100505,2024-02-28,Beauty & Personal Care,1,786.18,0.0,786.18,0
ORD1005050005,100505,2024-05-06,Toys & Games,1,774.83,0.0,774.83,0
ORD1005050006,100505,2024-05-11,Electronics,1,2448.39,0.0,2448.39,0
ORD1005050007,100505,2024-07-21,Electronics,1,3172.01,0.0,3172.01,0
ORD1005050008,100505,2024-07-29,Electronics,1,4670.81,0.0,4670.81,0
ORD1005050009,100505,2024-08-21,Electronics,1,3115.19,20.0,2492.15,0
ORD1005050010,100505,2024-09-02,Beauty & Personal Care,1,479.35,25.0,359.51,0
ORD1005050011,100505,2024-09-09,Electronics,1,3557.23,0.0,3557.23,1
ORD1005050012,100505,2024-10-01,Books,2,430.8,0.0,861.6,0
ORD1005050013,100505,2024-10-10,Electronics,2,3587.05,0.0,7174.1,0
ORD1005050014,100505,2024-12-03,Books,2,571.9,0.0,1143.8,0
ORD1005050015,100505,2025-01-30,Books,1,266.21,15.0,226.28,0
ORD1005050016,100505,2025-02-09,Electronics,1,4942.94,0.0,4942.94,0
ORD1005050017,100505,2025-02-17,Electronics,1,3880.14,0.0,3880.14,0
ORD1005050018,100505,2025-05-20,Fashion,1,829.24,0.0,829.24,0
ORD1005050019,100505,2025-06-28,Electronics,2,3911.23,5.0,7431.33,0
ORD1005050020,100505,2025-07-17,Electronics,1,2993.78,0.0,2993.78,0
ORD1005060001,100506,2023-10-15,Sports & Outdoors,1,1616.87,0.0,1616.87,0
ORD1005060002,100506,2023-12-11,Sports & Outdoors,2,1358.76,0.0,2717.52,0
ORD1005060003,100506,2023-12-29,Sports & Outdoors,1,1521.3,10.0,1369.17,0
ORD1005060004,100506,2024-07-03,Toys & Games,3,561.31,0.0,1683.94,0
ORD1005060005,100506,2024-09-12,Sports & Outdoors,1,1002.84,15.0,852.41,0
ORD1005060006,100506,2024-09-12,Sports & Outdoors,2,943.26,25.0,1414.9,0
ORD1005060007,100506,2024-09-19,Sports & Outdoors,1,942.04,0.0,942.04,0
ORD1005060008,100506,2024-10-17,Books,1,321.94,0.0,321.94,0
ORD1005060009,100506,2024-10-18,Sports & Outdoors,1,1693.64,0.0,1693.64,1
ORD1005060010,100506,2024-11-26,Toys & Games,1,774.64,0.0,774.64,0
ORD1005060011,100506,2024-12-17,Sports & Outdoors,2,830.7,0.0,1661.4,0
ORD1005060012,100506,2025-04-05,Books,1,367.15,30.0,257.01,0
ORD1005060013,100506,2025-07-21,Sports & Outdoors,1,1135.92,0.0,1135.92,0
ORD1005070001,100507,2025-04-19,Fashion,1,709.26,0.0,709.26,0
ORD1005070002,100507,2025-04-23,Home & Kitchen,1,1471.45,5.0,1397.87,0
ORD1005070003,100507,2025-05-28,Beauty & Personal Care,2,635.15,0.0,1270.3,0
ORD1005070004,100507,2025-07-01,Home & Kitchen,1,369.57,15.0,314.14,0
ORD1005080001,100508,2025-07-07,Grocery,1,497.01,0.0,497.01,0
ORD1005090001,100509,2025-05-11,Grocery,1,722.83,0.0,722.83,0
ORD1005090002,100509,2025-05-20,Home & Kitchen,1,1207.98,0.0,1207.98,0
ORD1005090003,100509,2025-06-15,Home & Kitchen,2,1423.07,25.0,2134.61,0
ORD1005090004,100509,2025-06-19,Toys & Games,1,144.51,0.0,144.51,0
ORD1005090005,100509,2025-07-01,Home & Kitchen,1,1056.27,0.0,1056.27,0
ORD1005090006,100509,2025-07-16,Home & Kitchen,2,826.56,0.0,1653.11,0
ORD1005100001,100510,2024-06-22,Grocery,1,370.95,0.0,370.95,0
ORD1005100002,100510,2024-06-28,Fashion,1,756.25,10.0,680.62,0
ORD1005100003,100510,2024-07-01,Fashion,1,928.12,20.0,742.5,0
ORD1005100004,100510,2024-07-13,Fashion,2,511.06,20.0,817.7,0
ORD1005100005,100510,2024-08-12,Electronics,1,3272.07,30.0,2290.45,0
ORD1005100006,100510,2024-08-31,Sports & Outdoors,1,1248.34,0.0,1248.34,0
ORD1005100007,100510,2024-10-05,Fashion,1,1222.19,0.0,1222.19,0
ORD1005100008,100510,2024-10-11,Toys & Games,1,270.61,0.0,270.61,1
ORD1005100009,100510,2024-11-22,Home & Kitchen,2,1248.34,0.0,2496.69,0
ORD1005100010,100510,2025-05-16,Fashion,2,1250.36,0.0,2500.72,1
ORD1005110001,100511,2024-10-24,Beauty & Personal Care,1,608.54,5.0,578.11,0
ORD1005110002,100511,2024-12-31,Beauty & Personal Care,1,222.31,20.0,177.85,0
ORD1005110003,100511,2025-02-02,Toys & Games,2,299.24,15.0,508.7,0
ORD1005110004,100511,2025-02-24,Beauty & Personal Care,2,605.03,10.0,1089.06,0
ORD1005110005,100511,2025-08-24,Beauty & Personal Care,1,565.2,0.0,565.2,0
ORD1005120001,100512,2024-02-23,Beauty & Personal Care,1,347.92,15.0,295.73,0
ORD1005120002,100512,2024-02-25,Beauty & Personal Care,1,486.0,0.0,486.0,0
ORD1005120003,100512,2024-03-07,Toys & Games,1,576.71,0.0,576.71,0
ORD1005120004,100512,2024-03-17,Beauty & Personal Care,1,622.0,0.0,622.0,0
ORD1005120005,100512,2024-04-10,Toys & Games,1,996.32,0.0,996.32,0
ORD1005120006,100512,2024-07-01,Beauty & Personal Care,2,507.24,0.0,1014.48,0
ORD1005120007,100512,2024-07-25,Sports & Outdoors,2,1125.74,0.0,2251.48,0
ORD1005120008,100512,2024-08-10,Toys & Games,1,917.15,0.0,917.15,0
ORD1005120009,100512,2024-09-01,Toys & Games,1,469.88,0.0,469.88,0
ORD1005120010,100512,2024-12-05,Toys & Games,1,799.16,10.0,719.25,0
ORD1005120011,100512,2024-12-19,Toys & Games,1,754.21,10.0,678.79,0
ORD1005120012,100512,2025-01-07,Toys & Games,1,1005.05,0.0,1005.05,0
ORD1005120013,100512,2025-01-10,Toys & Games,2,764.53,30.0,1070.34,0
ORD1005120014,100512,2025-01-31,Toys & Games,1,593.74,20.0,474.99,0
ORD1005120015,100512,2025-06-26,Toys & Games,1,794.38,0.0,794.38,1
ORD1005130001,100513,2024-03-04,Electronics,1,4154.73,0.0,4154.73,0
ORD1005130002,100513,2024-06-01,Electronics,1,3058.37,0.0,3058.37,0
ORD1005130003,100513,2024-06-26,Sports & Outdoors,2,1307.57,15.0,2222.87,0
ORD1005130004,100513,2024-06-30,Grocery,1,222.35,0.0,222.35,0
ORD1005130005,100513,2024-09-25,Toys & Games,1,1083.19,0.0,1083.19,0
ORD1005130006,100513,2024-10-21,Electronics,1,3052.94,15.0,2595.0,0
ORD1005130007,100513,2024-11-16,Electronics,1,3793.19,25.0,2844.89,0
ORD1005130008,100513,2024-11-23,Electronics,1,3907.98,5.0,3712.58,1
ORD1005130009,100513,2024-12-21,Electronics,1,3577.31,30.0,2504.11,0
ORD1005130010,100513,2025-03-25,Toys & Games,1,1020.27,25.0,765.21,0
ORD1005130011,100513,2025-04-12,Electronics,1,3888.55,25.0,2916.41,0
ORD1005130012,100513,2025-05-02,Electronics,2,5073.52,20.0,8117.64,0
ORD1005130013,100513,2025-05-27,Grocery,1,340.54,20.0,272.43,0
ORD1005130014,100513,2025-06-11,Sports & Outdoors,1,1876.49,15.0,1595.02,0
ORD1005130015,100513,2025-06-18,Electronics,1,2746.88,20.0,2197.5,0
ORD1005130016,100513,2025-07-10,Grocery,1,411.0,0.0,411.0,0
ORD1005130017,100513,2025-07-24,Electronics,1,3145.83,0.0,3145.83,0
ORD1005130018,100513,2025-07-26,Electronics,1,2130.96,0.0,2130.96,0
ORD1005150001,100515,2024-09-16,Beauty & Personal Care,1,867.91,0.0,867.91,0
ORD1005150002,100515,2024-09-30,Books,1,344.34,10.0,309.9,0
ORD1005150003,100515,2024-11-17,Fashion,1,1595.42,0.0,1595.42,0
ORD1005150004,100515,2024-12-21,Beauty & Personal Care,1,400.14,20.0,320.11,0
ORD1005150005,100515,2024-12-27,Beauty & Personal Care,2,508.1,20.0,812.96,0
ORD1005150006,100515,2024-12-31,Toys & Games,1,998.93,0.0,998.93,0
ORD1005150007,100515,2025-01-26,Sports & Outdoors,1,1552.84,5.0,1475.2,0
ORD1005150008,100515,2025-02-01,Beauty & Personal Care,1,615.52,10.0,553.97,0
ORD1005150009,100515,2025-02-22,Toys & Games,1,853.16,0.0,853.16,0
ORD1005150010,100515,2025-04-13,Grocery,2,470.87,0.0,941.75,0
ORD1005150011,100515,2025-04-23,Beauty & Personal Care,1,631.81,0.0,631.81,1
ORD1005150012,100515,2025-04-29,Home & Kitchen,1,581.6,25.0,436.2,0
ORD1005150013,100515,2025-05-13,Beauty & Personal Care,1,601.76,5.0,571.67,1
ORD1005150014,100515,2025-05-16,Beauty & Personal Care,2,688.57,0.0,1377.13,0
ORD1005150015,100515,2025-07-06,Beauty & Personal Care,2,436.5,0.0,872.99,0
ORD1005160001,100516,2023-02-22,Sports & Outdoors,1,879.02,20.0,703.22,0
ORD1005160002,100516,2023-03-11,Grocery,2,490.21,0.0,980.41,0
ORD1005160003,100516,2023-04-03,Grocery,1,537.71,10.0,483.94,0
ORD1005160004,100516,2023-04-25,Grocery,1,565.73,0.0,565.73,0
ORD1005160005,100516,2023-10-08,Grocery,2,384.03,0.0,768.07,0
ORD1005160006,100516,2023-10-27,Grocery,2,564.34,30.0,790.08,0
ORD1005160007,100516,2024-05-15,Grocery,1,580.67,25.0,435.5,0
ORD1005160008,100516,2024-05-25,Grocery,2,570.82,0.0,1141.64,0
ORD1005160009,100516,2024-07-07,Grocery,1,452.19,15.0,384.36,0
ORD1005160010,100516,2024-07-18,Grocery,1,468.65,0.0,468.65,0
ORD1005160011,100516,2025-04-09,Grocery,1,246.2,10.0,221.58,0
ORD1005160012,100516,2025-05-30,Toys & Games,2,587.04,10.0,1056.67,0
ORD1005160013,100516,2025-06-04,Electronics,2,2329.51,0.0,4659.01,1
ORD1005160014,100516,2025-07-25,Grocery,1,383.94,0.0,383.94,0
ORD1005160015,100516,2025-08-25,Grocery,2,192.5,0.0,385.0,0
ORD1005170001,100517,2024-11-20,Books,1,178.0,25.0,133.5,0
ORD1005170002,100517,2024-12-04,Toys & Games,1,227.48,5.0,216.11,0
ORD1005170003,100517,2025-02-10,Grocery,1,590.56,0.0,590.56,0
ORD1005170004,100517,2025-03-06,Books,2,186.0,15.0,316.21,0
ORD1005170005,100517,2025-05-05,Grocery,1,445.4,15.0,378.59,0
ORD1005170006,100517,2025-06-15,Grocery,1,469.08,5.0,445.63,0
ORD1005170007,100517,2025-06-20,Grocery,1,359.72,0.0,359.72,0
ORD1005180001,100518,2024-12-03,Electronics,2,2725.69,0.0,5451.39,0
ORD1005180002,100518,2025-01-07,Electronics,2,3250.06,30.0,4550.08,0
ORD1005180003,100518,2025-01-23,Beauty & Personal Care,1,714.12,0.0,714.12,0
ORD1005180004,100518,2025-07-03,Beauty & Personal Care,1,557.31,5.0,529.44,0
ORD1005180005,100518,2025-07-28,Electronics,2,3647.02,0.0,7294.04,0
ORD1005190001,100519,2023-06-10,Sports & Outdoors,1,1323.16,0.0,1323.16,0
ORD1005190002,100519,2023-08-27,Sports & Outdoors,1,1039.88,0.0,1039.88,0
ORD1005190003,100519,2024-01-05,Fashion,1,1146.86,0.0,1146.86,0
ORD1005190004,100519,2024-01-06,Home & Kitchen,1,830.7,5.0,789.17,0
ORD1005190005,100519,2024-02-13,Home & Kitchen,1,2340.62,0.0,2340.62,0
ORD1005190006,100519,2024-04-22,Home & Kitchen,1,1131.64,0.0,1131.64,0
ORD1005190007,100519,2024-05-31,Home & Kitchen,1,1216.06,0.0,1216.06,0
ORD1005190008,100519,2024-07-12,Home & Kitchen,1,1248.55,0.0,1248.55,0
ORD1005190009,100519,2024-09-03,Home & Kitchen,1,1142.47,15.0,971.1,0
ORD1005190010,100519,2025-03-31,Home & Kitchen,1,1351.85,0.0,1351.85,0
ORD1005190011,100519,2025-07-09,Home & Kitchen,1,1340.52,0.0,1340.52,0
ORD1005190012,100519,2025-08-17,Home & Kitchen,2,1985.41,0.0,3970.81,0
ORD1005200001,100520,2023-08-27,Toys & Games,2,609.49,0.0,1218.98,0
ORD1005200002,100520,2023-12-04,Beauty & Personal Care,1,846.26,0.0,846.26,0
ORD1005200003,100520,2024-01-14,Beauty & Personal Care,1,736.59,30.0,515.62,0
ORD1005200004,100520,2024-02-06,Beauty & Personal Care,1,468.62,0.0,468.62,0
ORD1005200005,100520,2024-04-15,Books,1,315.11,15.0,267.84,0
ORD1005200006,100520,2024-05-10,Beauty & Personal Care,1,631.35,0.0,631.35,0
ORD1005200007,100520,2024-06-21,Beauty & Personal Care,1,483.68,0.0,483.68,0
ORD1005200008,100520,2024-07-01,Electronics,1,3642.97,5.0,3460.83,0
ORD1005200009,100520,2024-07-19,Beauty & Personal Care,1,734.91,0.0,734.91,0
ORD1005200010,100520,2024-09-13,Beauty & Personal Care,1,336.1,0.0,336.1,0
ORD1005200011,100520,2024-09-17,Beauty & Personal Care,1,381.9,0.0,381.9,0
ORD1005200012,100520,2024-11-02,Sports & Outdoors,1,1241.51,0.0,1241.51,0
ORD1005200013,100520,2024-11-09,Electronics,1,3253.81,0.0,3253.81,1
ORD1005200014,100520,2024-11-18,Beauty & Personal Care,2,556.79,0.0,1113.58,0
ORD1005200015,100520,2024-11-26,Beauty & Personal Care,2,804.84,0.0,1609.67,0
ORD1005200016,100520,2024-12-10,Home & Kitchen,1,1968.88,0.0,1968.88,0
ORD1005200017,100520,2025-01-25,Beauty & Personal Care,1,679.82,0.0,679.82,0
ORD1005200018,100520,2025-02-02,Beauty & Personal Care,1,425.33,0.0,425.33,1
ORD1005200019,100520,2025-03-04,Beauty & Personal Care,1,386.8,0.0,386.8,0
ORD1005200020,100520,2025-06-20,Beauty & Personal Care,1,755.64,0.0,755.64,0
ORD1005210001,100521,2025-04-04,Grocery,2,556.47,20.0,890.35,0
ORD1005210002,100521,2025-04-10,Grocery,1,589.2,0.0,589.2,0
ORD1005210003,100521,2025-05-05,Grocery,2,575.06,10.0,1035.1,0
ORD1005210004,100521,2025-05-10,Grocery,1,511.63,25.0,383.72,0
ORD1005210005,100521,2025-06-03,Books,3,171.46,0.0,514.38,1
ORD1005210006,100521,2025-06-18,Grocery,1,385.81,20.0,308.65,0
ORD1005210007,100521,2025-06-20,Grocery,1,302.54,0.0,302.54,1
ORD1005210008,100521,2025-07-02,Grocery,1,258.49,15.0,219.71,0
ORD1005210009,100521,2025-08-06,Grocery,1,236.71,20.0,189.36,0
ORD1005210010,100521,2025-08-07,Grocery,2,565.39,0.0,1130.78,0
ORD1005210011,100521,2025-08-13,Grocery,1,546.77,0.0,546.77,0
ORD1005220001,100522,2023-10-28,Grocery,1,425.91,10.0,383.32,0
ORD1005220002,100522,2024-01-06,Home & Kitchen,1,622.16,25.0,466.62,0
ORD1005220003,100522,2024-01-06,Home & Kitchen,1,1308.66,0.0,1308.66,0
ORD1005220004,100522,2024-01-16,Fashion,2,892.36,0.0,1784.71,0
ORD1005220005,100522,2024-01-17,Fashion,1,1020.73,0.0,1020.73,0
ORD1005220006,100522,2024-02-12,Sports & Outdoors,2,1377.35,0.0,2754.7,0
ORD1005220007,100522,2024-03-22,Fashion,1,542.39,10.0,488.15,0
ORD1005220008,100522,2024-05-24,Fashion,1,591.79,10.0,532.61,0
ORD1005220009,100522,2024-06-13,Books,1,380.0,10.0,342.0,0
ORD1005220010,100522,2024-07-16,Fashion,1,715.66,0.0,715.66,0
ORD1005220011,100522,2024-09-30,Fashion,2,961.53,5.0,1826.91,0
ORD1005220012,100522,2024-10-11,Fashion,2,939.72,0.0,1879.45,0
ORD1005220013,100522,2024-11-21,Fashion,1,1229.04,0.0,1229.04,1
ORD1005220014,100522,2024-11-29,Electronics,1,3897.46,10.0,3507.71,0
ORD1005220015,100522,2025-01-15,Grocery,2,591.54,0.0,1183.09,0
ORD1005220016,100522,2025-01-26,Home & Kitchen,2,1244.55,0.0,2489.11,0
ORD1005220017,100522,2025-02-04,Fashion,1,1173.48,0.0,1173.48,0
ORD1005220018,100522,2025-02-22,Fashion,1,698.2,0.0,698.2,0
ORD1005220019,100522,2025-02-28,Fashion,1,757.55,0.0,757.55,0
ORD1005220020,100522,2025-03-27,Grocery,1,438.24,0.0,438.24,0
ORD1005220021,100522,2025-03-30,Fashion,1,1088.65,0.0,1088.65,1
ORD1005220022,100522,2025-04-04,Fashion,1,688.7,0.0,688.7,1
ORD1005220023,100522,2025-04-26,Fashion,1,927.34,0.0,927.34,0
ORD1005230001,100523,2025-03-25,Toys & Games,1,845.02,0.0,845.02,0
ORD1005230002,100523,2025-06-20,Toys & Games,1,971.54,25.0,728.66,0
ORD1005230003,100523,2025-07-07,Toys & Games,2,1153.32,10.0,2075.97,0
ORD1005230004,100523,2025-08-05,Toys & Games,1,573.9,15.0,487.82,0
ORD1005240001,100524,2024-12-18,Electronics,2,1290.72,5.0,2452.37,1
ORD1005240002,100524,2025-02-14,Electronics,1,3574.81,0.0,3574.81,0
ORD1005240003,100524,2025-03-12,Electronics,1,3296.27,10.0,2966.64,0
ORD1005250001,100525,2025-03-17,Beauty & Personal Care,1,244.62,0.0,244.62,0
ORD1005250002,100525,2025-03-28,Beauty & Personal Care,1,555.41,20.0,444.32,0
ORD1005250003,100525,2025-06-14,Beauty & Personal Care,1,461.59,15.0,392.35,0
ORD1005250004,100525,2025-07-10,Home & Kitchen,1,2178.01,0.0,2178.01,0
ORD1005250005,100525,2025-08-12,Toys & Games,1,1005.64,0.0,1005.64,0
ORD1005260001,100526,2025-07-12,Home & Kitchen,2,1280.74,0.0,2561.47,0
ORD1005260002,100526,2025-08-07,Books,1,405.62,5.0,385.34,0
ORD1005260003,100526,2025-08-19,Books,2,256.81,0.0,513.61,0
ORD1005270001,100527,2024-05-20,Beauty & Personal Care,1,584.55,0.0,584.55,0
ORD1005270002,100527,2024-12-02,Beauty & Personal Care,1,656.94,0.0,656.94,0
ORD1005270003,100527,2025-01-15,Beauty & Personal Care,1,600.56,0.0,600.56,0
ORD1005270004,100527,2025-02-23,Sports & Outdoors,1,865.05,0.0,865.05,0
ORD1005270005,100527,2025-04-24,Beauty & Personal Care,1,586.67,0.0,586.67,0
ORD1005280001,100528,2025-05-19,Books,1,500.26,0.0,500.26,0
ORD1005280002,100528,2025-07-06,Books,2,605.71,0.0,1211.42,0
ORD1005290001,100529,2024-05-31,Home & Kitchen,1,1490.62,20.0,1192.5,0
ORD1005290002,100529,2024-08-07,Grocery,1,275.97,5.0,262.17,0
ORD1005290003,100529,2024-09-02,Home & Kitchen,1,615.96,0.0,615.96,0
ORD1005290004,100529,2024-09-14,Home & Kitchen,1,1554.06,0.0,1554.06,0
ORD1005290005,100529,2024-11-26,Home & Kitchen,1,1142.06,0.0,1142.06,0
ORD1005300001,100530,2024-07-12,Fashion,3,1145.11,20.0,2748.27,1
ORD1005300002,100530,2024-07-26,Fashion,1,837.83,0.0,837.83,0
ORD1005300003,100530,2024-08-11,Fashion,1,591.01,0.0,591.01,0
ORD1005300004,100530,2024-10-03,Fashion,2,855.32,5.0,1625.12,1
ORD1005300005,100530,2024-11-20,Fashion,1,114.06,15.0,96.95,0
ORD1005300006,100530,2024-11-29,Fashion,1,1075.59,0.0,1075.59,0
ORD1005300007,100530,2024-12-12,Fashion,1,852.76,0.0,852.76,1
ORD1005300008,100530,2025-01-06,Fashion,1,722.93,0.0,722.93,0
ORD1005300009,100530,2025-02-18,Fashion,1,1351.66,10.0,1216.5,0
ORD1005300010,100530,2025-08-08,Fashion,2,1082.48,0.0,2164.95,0
ORD1005300011,100530,2025-08-29,Grocery,1,607.31,0.0,607.31,0
ORD1005310001,100531,2024-08-17,Beauty & Personal Care,1,365.95,10.0,329.36,0
ORD1005310002,100531,2024-09-21,Beauty & Personal Care,2,265.4,5.0,504.26,0
ORD1005310003,100531,2024-09-23,Beauty & Personal Care,1,580.9,0.0,580.9,0
ORD1005310004,100531,2025-02-08,Beauty & Personal Care,1,343.16,0.0,343.16,0
ORD1005310005,100531,2025-02-12,Beauty & Personal Care,1,677.01,20.0,541.61,0
ORD1005310006,100531,2025-02-15,Beauty & Personal Care,1,303.03,20.0,242.42,0
ORD1005310007,100531,2025-04-20,Beauty & Personal Care,1,487.61,15.0,414.47,0
ORD1005310008,100531,2025-06-18,Beauty & Personal Care,1,553.92,5.0,526.22,0
ORD1005310009,100531,2025-06-19,Grocery,2,417.13,10.0,750.84,0
ORD1005310010,100531,2025-06-20,Beauty & Personal Care,2,526.89,15.0,895.7,0
ORD1005320001,100532,2025-02-11,Home & Kitchen,2,688.58,10.0,1239.44,0
ORD1005320002,100532,2025-02-13,Home & Kitchen,1,975.16,0.0,975.16,0
ORD1005320003,100532,2025-02-23,Books,1,456.76,0.0,456.76,0
ORD1005320004,100532,2025-05-12,Home & Kitchen,1,1859.27,0.0,1859.27,0
ORD1005320005,100532,2025-07-16,Home & Kitchen,1,1246.87,0.0,1246.87,1
ORD1005330001,100533,2025-02-16,Grocery,1,763.71,0.0,763.71,0
ORD1005330002,100533,2025-05-09,Grocery,1,528.31,0.0,528.31,0
ORD1005330003,100533,2025-05-28,Home & Kitchen,2,1760.39,0.0,3520.79,0
ORD1005340001,100534,2025-07-03,Electronics,2,2612.75,0.0,5225.51,0
ORD1005340002,100534,2025-07-29,Electronics,1,3454.23,5.0,3281.52,1
ORD1005350001,100535,2023-01-06,Home & Kitchen,2,2080.32,0.0,4160.63,0
ORD1005350002,100535,2023-01-10,Home & Kitchen,1,1567.57,0.0,1567.57,0
ORD1005350003,100535,2023-03-04,Home & Kitchen,1,920.3,0.0,920.3,0
ORD1005350004,100535,2023-04-04,Sports & Outdoors,1,529.05,0.0,529.05,0
ORD1005350005,100535,2023-04-22,Electronics,2,3848.16,0.0,7696.32,0
ORD1005350006,100535,2023-09-03,Home & Kitchen,1,1520.72,0.0,1520.72,0
ORD1005350007,100535,2023-10-02,Home & Kitchen,3,2108.99,0.0,6326.97,0
ORD1005350008,100535,2023-10-23,Home & Kitchen,2,1608.97,0.0,3217.95,0
ORD1005350009,100535,2023-12-11,Home & Kitchen,1,807.42,15.0,686.31,0
ORD1005350010,100535,2024-02-08,Fashion,2,742.62,0.0,1485.23,0
ORD1005350011,100535,2024-03-12,Home & Kitchen,1,1316.15,0.0,1316.15,0
ORD1005350012,100535,2024-03-26,Home & Kitchen,1,1117.99,10.0,1006.19,0
ORD1005350013,100535,2024-06-14,Home & Kitchen,1,1504.26,0.0,1504.26,0
ORD1005350014,100535,2024-09-06,Home & Kitchen,2,1227.67,0.0,2455.35,0
ORD1005350015,100535,2024-11-02,Home & Kitchen,1,515.61,0.0,515.61,0
ORD1005350016,100535,2025-02-09,Home & Kitchen,2,2155.13,0.0,4310.26,0
ORD1005350017,100535,2025-03-01,Home & Kitchen,1,2028.75,0.0,2028.75,0
ORD1005350018,100535,2025-06-15,Home & Kitchen,1,1466.81,0.0,1466.81,0
ORD1005350019,100535,2025-06-23,Electronics,1,2409.55,0.0,2409.55,0
ORD1005350020,100535,2025-08-09,Home & Kitchen,1,1659.09,15.0,1410.23,0
ORD1005360001,100536,2024-08-28,Sports & Outdoors,1,1250.94,5.0,1188.39,0
ORD1005360002,100536,2024-09-19,Grocery,1,561.32,10.0,505.19,0
ORD1005360003,100536,2024-10-09,Beauty & Personal Care,1,358.9,0.0,358.9,0
ORD1005360004,100536,2024-11-15,Grocery,1,756.27,0.0,756.27,0
ORD1005360005,100536,2024-12-13,Grocery,1,156.43,15.0,132.97,0
ORD1005360006,100536,2025-01-07,Grocery,1,383.16,0.0,383.16,0
ORD1005360007,100536,2025-01-14,Electronics,1,1083.75,0.0,1083.75,0
ORD1005360008,100536,2025-03-28,Grocery,1,288.07,0.0,288.07,0
